lo_index,if_index,point_index,lo_set_Hz,if_set_Hz,lo_model_Hz,if_model_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,expected_corr_freq_Hz,measured_freq_Hz,freq_error_Hz,freq_error_corr_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,cluster_id,cluster_size,analytic_coincidence_id,analytic_coincidence_size,measured_coincidence_id,measured_coincidence_size,measurement_scope,cluster_window_half_width_Hz,cluster_window_fallback,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
0,0,1,23000000000.0,6500000000.0,23000000000.0,6500000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,29500000000.0,29500000000.0,29500000000.0,0.0,0.0,-25.098403552492318,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,23000000000.0,6500000000.0,23000000000.0,6500000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26000000000.0,26000000000.0,26000000000.0,0.0,0.0,-107.66508809900076,-82.56668454650844,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,23000000000.0,6500000000.0,23000000000.0,6500000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,26500000000.0,26500000000.0,26500000000.0,0.0,0.0,-110.0550998975492,-84.95669634505688,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,23000000000.0,6500000000.0,23000000000.0,6500000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32500000000.0,32500000000.0,32499999999.0,-1.0,-1.0,-127.14400618112256,-102.04560262863025,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,23000000000.0,6500000000.0,23000000000.0,6500000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,33000000000.0,33000000000.0,33000000000.0,0.0,0.0,-97.85684101318915,-72.75843746069684,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
